rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,forecast_rain_3h,forecast_rain_6h,soil_moisture,soil_saturation,water_level,water_level_rise_rate,incoming_flow,elevation,slope,flow_accumulation,storage_remaining,historical_flood_frequency,target_flood_1h,target_flood_3h,target_flood_6h,prob_groundtruth_1h,prob_groundtruth_3h,prob_groundtruth_6h
0.64,0.92,1.88,5.94,3.08,7.15,34.03,38.43,5.75,-0.421,8716.0,104.7,5.5,126037.0,75.0,0.82,0,0,0,0.0,0.002,0.0
0.28,4.84,12.68,38.37,0.64,1.15,44.22,53.1,6.29,-0.186,9545.8,131.1,6.65,117148.0,75.0,1.12,0,0,0,0.0,0.013,0.002
0.13,1.41,3.65,27.97,0.62,4.07,37.93,45.08,5.99,-0.349,12296.6,52.2,2.17,207160.0,75.0,1.74,0,0,0,0.0,0.01,0.002
1.86,2.65,3.89,17.16,2.59,13.84,41.09,41.73,5.79,-0.395,13457.3,76.9,0.5,177848.0,75.0,2.11,0,0,0,0.0,0.004,0.003
2.28,6.59,11.31,12.82,3.31,12.9,39.67,41.08,6.71,-0.304,12009.1,92.7,2.65,177770.0,75.0,1.36,0,0,0,0.0,0.016,0.001
10.08,23.41,54.09,131.91,11.02,47.28,49.8,65.54,6.0,0.028,9386.5,168.3,2.18,65094.0,63.4,0.44,0,0,0,0.004,0.065,0.345
2.02,5.91,9.26,39.65,0.29,1.27,35.31,40.46,4.47,-0.267,6752.8,179.0,9.5,56103.0,75.0,0.32,0,0,0,0.0,0.0,0.0
27.67,63.02,135.26,228.11,55.36,118.18,84.99,99.5,8.48,0.497,22403.8,41.5,1.02,198879.0,0.92,2.35,1,1,1,0.999,1.0,1.0
37.61,84.36,142.27,232.83,37.11,83.45,85.46,99.5,8.02,0.531,17023.3,145.3,2.25,101173.0,0.92,0.81,1,1,1,0.999,0.999,1.0
7.87,25.71,48.4,95.55,11.05,52.82,45.75,55.46,6.43,-0.12,13098.1,88.9,3.16,157002.0,75.0,1.47,0,0,0,0.002,0.129,0.287
6.8,20.72,47.11,115.71,19.67,46.16,54.28,63.85,6.86,-0.104,15105.6,91.9,2.16,170900.0,66.52,1.66,0,0,1,0.004,0.393,0.516
72.83,178.66,295.69,479.47,108.93,227.6,81.84,99.5,9.44,0.848,28625.9,144.4,8.91,92491.0,0.92,0.95,1,1,1,1.0,1.0,1.0
10.51,21.06,61.24,97.9,12.1,40.27,58.49,65.77,6.38,-0.108,12407.5,168.2,3.66,79762.0,62.99,0.24,0,0,0,0.005,0.196,0.17
62.47,191.35,312.83,520.57,70.06,206.2,87.09,99.5,8.6,0.826,25437.1,172.9,1.7,70368.0,0.92,0.53,1,1,1,1.0,1.0,1.0
0.6,3.21,4.86,14.84,1.27,2.91,36.86,38.54,5.45,-0.45,11834.4,118.7,0.5,162661.0,75.0,1.53,0,0,0,0.0,0.002,0.001
33.44,83.79,182.15,301.77,61.61,113.86,82.64,99.5,8.93,0.376,23310.6,86.8,2.99,183319.0,0.92,1.84,1,1,1,1.0,1.0,1.0
6.46,20.93,41.44,91.1,14.15,55.19,46.85,54.32,6.57,-0.017,10646.4,149.2,3.71,73372.0,75.0,1.02,0,0,0,0.002,0.078,0.12
1.01,2.73,8.93,10.6,3.89,6.2,35.11,35.3,6.12,-0.388,13963.4,71.4,0.66,175352.0,75.0,1.9,0,0,0,0.0,0.006,0.001
50.46,169.62,321.09,545.74,104.68,255.94,82.89,99.5,9.98,0.662,27587.8,116.8,6.59,140679.0,0.92,0.92,1,1,1,1.0,1.0,1.0
80.71,175.73,353.19,525.85,101.56,208.9,82.05,99.5,10.76,0.856,33517.9,87.0,4.09,161660.0,0.92,1.39,1,1,1,1.0,1.0,1.0
11.03,34.18,73.36,150.98,17.27,36.8,64.28,74.74,6.43,0.089,10917.3,130.2,4.49,79221.0,46.47,1.11,0,0,1,0.023,0.37,0.591
81.42,181.01,371.05,613.54,103.74,236.12,87.49,99.5,10.65,1.07,34000.0,69.9,4.16,216414.0,0.92,2.16,1,1,1,1.0,1.0,1.0
2.01,2.33,16.13,18.53,0.05,2.7,28.05,34.96,6.27,-0.256,12996.1,62.8,2.95,215466.0,75.0,2.81,0,0,0,0.0,0.005,0.002
14.25,34.43,59.61,127.3,26.85,60.15,68.6,75.02,6.2,-0.037,10353.7,168.1,3.39,86041.0,45.97,0.76,0,0,1,0.014,0.317,0.61
0.59,2.96,10.89,38.58,0.06,0.52,36.65,45.81,5.44,-0.202,13215.5,49.8,0.81,211176.0,75.0,1.81,0,0,0,0.0,0.005,0.006
0.01,1.7,3.99,13.47,2.3,3.9,30.06,33.43,5.68,-0.404,10136.4,108.4,5.39,156378.0,75.0,1.09,0,0,0,0.0,0.003,0.0
25.21,76.01,126.55,272.9,43.43,117.68,82.88,99.5,8.21,0.196,17619.5,67.0,2.82,189006.0,0.92,2.6,1,1,1,0.993,0.999,1.0
9.22,27.67,58.89,99.31,22.51,40.8,52.89,63.6,7.11,-0.184,17915.2,40.6,1.55,234299.0,66.98,2.23,0,1,1,0.014,0.685,0.852
0.79,3.97,7.15,23.61,0.64,0.81,40.87,45.67,7.36,-0.445,14901.2,40.2,0.79,217924.0,75.0,2.31,0,0,0,0.0,0.079,0.003
5.73,18.3,45.53,102.4,25.15,65.34,54.66,64.92,7.49,-0.037,16035.1,60.4,2.78,230256.0,64.54,1.72,0,1,1,0.011,0.836,0.953
1.42,2.98,4.2,10.9,0.64,4.07,29.02,38.6,4.25,-0.362,4272.4,160.7,3.44,63628.0,75.0,1.05,0,0,0,0.0,0.0,0.0
15.64,32.45,48.82,125.81,15.89,58.32,54.4,66.34,7.01,-0.026,15963.3,76.0,2.52,207333.0,61.93,1.94,0,1,1,0.016,0.608,0.936
2.01,3.34,3.58,38.99,2.15,3.16,42.8,48.23,5.22,-0.269,7921.6,172.8,9.5,73204.0,75.0,0.17,0,0,0,0.0,0.001,0.0
33.34,93.75,157.35,244.84,39.36,81.98,85.57,99.5,8.06,0.62,19457.6,119.3,2.76,129456.0,0.92,0.87,1,1,1,0.999,0.999,1.0
0.09,0.51,1.2,4.62,5.54,8.54,27.75,30.52,5.79,-0.45,9883.9,98.3,0.66,164534.0,75.0,1.56,0,0,0,0.0,0.002,0.001
10.49,28.08,43.25,117.99,20.65,49.2,47.47,57.62,6.16,-0.072,11461.8,119.1,1.91,148065.0,75.0,1.18,0,0,0,0.001,0.143,0.29
3.41,6.69,8.33,41.35,3.82,14.64,31.12,39.73,5.83,-0.268,12256.6,109.9,5.81,168596.0,75.0,1.55,0,0,0,0.0,0.003,0.004
6.25,30.49,61.78,125.39,14.24,33.46,59.51,72.42,6.63,-0.114,11901.8,145.0,5.74,110670.0,50.74,0.96,0,0,0,0.005,0.401,0.277
0.1,1.47,2.47,3.49,6.21,10.83,27.53,34.6,6.04,-0.349,10727.0,76.0,2.48,175485.0,75.0,1.71,0,0,0,0.0,0.004,0.001
11.73,32.37,65.71,104.61,22.67,58.1,52.88,62.34,7.15,0.027,14821.5,86.2,2.23,177404.0,69.29,1.48,0,1,1,0.026,0.652,0.701
0.33,1.29,3.22,14.3,0.27,5.03,28.2,36.66,5.69,-0.295,8591.9,164.6,7.2,109679.0,75.0,0.47,0,0,0,0.0,0.002,0.0
28.65,91.32,197.29,346.88,55.82,106.45,87.24,99.5,8.89,0.421,20329.3,172.2,3.4,93532.0,0.92,0.25,1,1,1,0.999,1.0,1.0
1.58,4.11,10.03,34.4,0.75,4.36,40.39,46.0,5.52,-0.209,8212.3,164.4,6.66,96326.0,75.0,0.48,0,0,0,0.0,0.003,0.001
26.88,75.73,156.97,271.7,51.02,132.75,82.41,99.5,8.19,0.454,20302.9,95.8,2.09,176951.0,0.92,1.51,1,1,1,0.998,1.0,1.0
1.11,9.86,15.22,65.63,2.72,5.2,40.5,48.23,5.51,-0.265,8018.9,148.2,2.79,112708.0,75.0,0.49,0,0,0,0.0,0.003,0.001
0.64,3.96,8.61,21.87,2.56,9.76,31.03,39.12,5.5,-0.278,10828.7,104.1,2.45,172499.0,75.0,1.57,0,0,0,0.0,0.002,0.001
0.31,2.39,6.09,10.25,8.84,14.23,31.42,37.41,5.41,-0.229,10490.9,107.1,3.03,144579.0,75.0,1.23,0,0,0,0.0,0.007,0.001
0.47,1.57,6.64,6.78,1.25,2.72,26.57,33.71,6.29,-0.324,12587.2,64.7,2.21,182059.0,75.0,1.69,0,0,0,0.0,0.005,0.001
16.1,37.55,62.52,135.76,28.27,59.85,65.72,71.01,7.39,0.064,15178.5,120.7,4.74,136178.0,53.33,1.04,0,1,1,0.24,0.922,0.944
51.37,167.59,306.33,520.15,62.28,182.29,80.6,99.5,8.87,0.62,30930.4,62.0,0.5,193349.0,0.92,2.06,1,1,1,1.0,1.0,1.0
0.57,3.47,3.64,15.41,2.96,3.0,30.94,40.14,6.37,-0.301,11782.9,83.1,1.7,164482.0,75.0,1.71,0,0,0,0.0,0.014,0.001
14.75,24.96,60.9,113.67,21.04,46.16,57.7,68.58,5.85,0.048,8554.7,159.0,4.44,78421.0,57.81,0.73,0,0,0,0.006,0.114,0.143
8.19,17.4,58.34,118.86,29.66,70.17,61.32,71.87,7.3,0.087,18377.2,65.0,4.04,239249.0,51.76,2.21,0,1,1,0.053,0.964,0.987
2.44,4.72,5.06,34.42,0.25,2.8,37.52,43.85,5.98,-0.37,12138.1,45.3,0.71,227660.0,75.0,2.62,0,0,0,0.0,0.005,0.005
2.33,3.93,4.66,10.26,8.91,38.07,35.16,38.66,5.59,-0.255,12631.8,45.0,1.71,231421.0,75.0,2.31,0,0,0,0.0,0.008,0.017
37.77,108.29,160.94,263.02,42.91,83.57,85.68,99.5,7.77,0.412,16976.7,171.4,9.5,55968.0,0.92,0.1,1,1,1,0.995,0.998,1.0
0.57,0.81,3.73,3.78,0.63,7.67,28.37,36.09,6.28,-0.391,9125.5,108.5,1.23,122140.0,75.0,1.24,0,0,0,0.0,0.003,0.0
25.33,62.92,127.9,274.11,50.55,122.79,87.23,99.5,7.39,0.446,18142.3,94.4,3.97,154477.0,0.92,1.22,1,1,1,0.989,0.999,1.0
0.0,1.6,2.83,7.75,1.83,9.09,27.21,30.17,5.35,-0.441,7040.4,152.6,3.14,118480.0,75.0,1.2,0,0,0,0.0,0.0,0.0
7.36,28.42,44.89,91.22,14.38,56.85,53.47,58.82,6.59,-0.084,10914.4,156.2,4.05,97580.0,75.0,1.24,0,0,0,0.001,0.138,0.26
7.31,25.15,45.09,98.77,18.27,34.51,50.67,59.46,7.03,-0.004,14863.3,83.2,1.71,189178.0,74.6,1.88,0,1,0,0.004,0.748,0.387
2.1,5.88,7.19,18.61,0.9,6.03,38.65,42.26,6.42,-0.356,10326.7,135.6,2.96,128389.0,75.0,1.19,0,0,0,0.0,0.005,0.001
1.42,1.65,9.09,11.46,0.38,5.01,22.72,34.74,5.41,-0.45,5938.0,146.8,9.5,94954.0,75.0,0.85,0,0,0,0.0,0.0,0.0
0.24,0.57,2.2,24.1,0.39,1.84,42.59,51.54,6.29,-0.342,10649.9,129.9,6.52,144910.0,75.0,1.13,0,0,0,0.0,0.01,0.001
0.4,1.51,6.52,12.76,2.85,6.43,28.82,36.59,6.4,-0.381,12205.6,57.0,3.12,202130.0,75.0,1.58,0,0,0,0.0,0.013,0.0
29.03,81.32,173.53,296.31,60.39,151.72,86.33,99.5,8.63,0.536,19607.9,162.0,7.1,106690.0,0.92,0.53,1,1,1,1.0,1.0,1.0
1.52,12.84,16.47,16.96,1.41,2.32,30.83,38.44,5.71,-0.373,11034.2,113.2,0.69,150832.0,75.0,0.99,0,0,0,0.0,0.002,0.001
28.34,82.95,150.65,255.42,44.07,99.83,87.01,99.5,8.44,0.602,19331.3,76.0,3.2,162014.0,0.92,1.87,1,1,1,0.999,1.0,1.0
0.22,3.85,5.86,27.25,4.29,9.15,36.45,40.57,5.62,-0.445,10016.9,96.7,5.25,152790.0,75.0,1.47,0,0,0,0.0,0.005,0.002
29.92,93.77,153.08,285.97,44.21,120.27,83.06,99.5,7.97,0.305,21450.1,40.4,0.79,204689.0,0.92,2.88,1,1,1,0.996,1.0,1.0
14.81,32.38,66.65,107.33,21.85,50.67,50.56,58.79,7.93,-0.027,17584.8,53.5,2.8,233200.0,75.0,2.38,0,1,1,0.028,0.904,0.882
0.67,1.99,3.48,7.85,2.41,5.26,32.94,39.39,5.04,-0.394,7008.4,146.0,6.96,104424.0,75.0,0.87,0,0,0,0.0,0.0,0.0
46.2,119.11,280.42,538.9,62.2,182.78,84.87,99.5,10.42,0.548,31255.9,35.0,2.39,204573.0,0.92,2.29,1,1,1,1.0,1.0,1.0
2.29,2.3,3.59,33.88,0.17,3.44,39.16,43.87,6.03,-0.293,10188.5,95.4,2.62,171154.0,75.0,2.01,0,0,0,0.0,0.005,0.002
11.6,22.17,38.45,93.58,24.7,45.02,49.04,58.65,6.1,-0.177,12656.4,110.8,1.69,139026.0,75.0,1.28,0,0,0,0.001,0.24,0.294
13.99,31.28,57.01,120.23,13.84,42.55,52.16,66.23,7.42,0.052,20249.0,42.9,1.22,206237.0,62.14,2.36,0,1,1,0.027,0.866,0.888
12.14,27.94,54.86,121.91,23.12,57.31,61.57,70.68,6.53,0.043,10637.7,176.1,9.5,93854.0,53.95,0.37,0,1,1,0.033,0.563,0.644
80.67,210.28,371.33,560.09,98.94,190.31,87.26,99.5,10.55,0.924,34000.0,67.8,0.5,200263.0,0.92,1.78,1,1,1,1.0,1.0,1.0
32.82,88.8,197.81,357.09,57.97,123.99,80.33,99.5,9.16,0.491,26813.7,79.1,0.5,180668.0,0.92,1.75,1,1,1,1.0,1.0,1.0
33.68,81.47,181.26,320.98,57.0,104.63,84.48,99.5,8.19,0.636,23559.8,79.1,2.89,179123.0,0.92,1.15,1,1,1,0.999,1.0,1.0
60.95,163.19,284.41,476.01,64.37,221.08,82.25,99.5,10.04,0.736,29506.6,68.4,1.85,175208.0,0.92,1.43,1,1,1,1.0,1.0,1.0
14.77,33.32,54.46,101.17,12.89,43.97,57.81,64.7,5.94,-0.036,16272.3,35.2,1.24,218175.0,64.95,2.47,0,0,1,0.006,0.163,0.765
2.06,2.11,2.55,5.67,2.5,10.36,38.73,42.08,5.59,-0.258,7987.9,140.8,7.32,130368.0,75.0,1.33,0,0,0,0.0,0.001,0.0
38.83,94.82,151.13,291.52,33.7,92.82,82.55,99.5,8.05,0.481,15341.3,175.2,4.39,62661.0,0.92,0.47,1,1,1,0.999,0.998,1.0
9.0,23.11,48.0,116.46,13.43,53.81,52.24,65.33,6.11,-0.01,14484.7,67.5,0.5,199304.0,63.79,1.69,0,0,1,0.002,0.243,0.727
2.34,4.03,4.48,14.76,3.44,4.64,32.2,37.16,5.23,-0.285,6658.2,131.1,9.42,91965.0,75.0,0.57,0,0,0,0.0,0.001,0.0
15.89,35.4,80.02,151.25,14.03,42.5,58.57,72.17,6.61,0.189,13063.9,142.6,2.43,89139.0,51.21,1.07,0,0,1,0.132,0.417,0.694
49.14,123.32,296.87,564.68,108.68,210.32,86.72,99.5,9.58,0.612,28106.1,158.0,2.52,99521.0,0.92,0.44,1,1,1,1.0,1.0,1.0
0.27,2.32,3.22,7.43,3.63,9.45,25.03,29.83,6.06,-0.45,10877.8,96.3,5.28,170128.0,75.0,1.69,0,0,0,0.0,0.003,0.001
42.38,96.67,180.51,322.16,38.37,123.64,88.59,99.5,8.53,0.549,25209.9,78.9,2.22,211591.0,0.92,1.86,1,1,1,1.0,1.0,1.0
5.23,26.79,65.07,110.15,24.56,45.98,63.51,69.87,7.54,-0.035,19149.3,82.2,2.78,201543.0,55.45,1.84,0,1,1,0.066,0.959,0.906
1.03,4.05,9.06,57.91,0.4,2.7,42.32,45.22,5.41,-0.346,7738.9,138.3,6.04,110543.0,75.0,0.91,0,0,0,0.0,0.001,0.001
42.0,99.46,202.05,316.77,57.84,145.69,85.58,99.5,7.36,0.576,18977.9,153.4,8.36,102975.0,0.92,0.79,1,1,1,0.999,1.0,1.0
78.86,201.14,330.9,532.36,68.73,163.17,82.21,99.5,10.62,1.074,34000.0,61.3,1.78,201650.0,0.92,1.96,1,1,1,1.0,1.0,1.0
0.8,8.86,12.44,35.52,5.54,5.85,35.3,45.89,6.85,-0.339,12461.1,88.8,5.54,204278.0,75.0,1.41,0,0,0,0.0,0.038,0.003
0.21,1.07,4.91,5.67,3.09,3.32,31.88,35.76,5.5,-0.448,7273.4,165.8,0.5,98298.0,75.0,0.21,0,0,0,0.0,0.001,0.0
7.06,21.55,53.28,127.36,29.27,70.81,61.76,70.7,6.52,0.051,11286.0,152.0,7.4,100181.0,53.92,0.1,0,0,1,0.02,0.404,0.69
22.68,82.93,159.43,249.49,49.43,109.05,85.23,99.5,8.36,0.273,18099.7,177.8,3.54,69641.0,0.92,0.28,1,1,1,0.998,0.999,1.0
0.51,0.76,16.18,31.72,0.66,9.39,34.06,43.98,5.58,-0.311,10202.6,144.4,8.62,128434.0,75.0,1.26,0,0,0,0.0,0.003,0.001
3.55,7.71,12.01,17.68,1.14,3.26,29.92,37.54,5.26,-0.377,9557.1,92.0,3.46,178278.0,75.0,1.78,0,0,0,0.0,0.001,0.001
43.72,109.12,176.65,306.62,50.79,135.45,84.78,99.5,8.84,0.451,22313.6,120.6,2.76,158608.0,0.92,1.22,1,1,1,1.0,1.0,1.0
6.24,26.16,51.1,87.58,24.64,49.58,47.09,57.2,6.24,-0.156,10802.8,130.8,6.14,90079.0,75.0,0.78,0,0,0,0.0,0.123,0.133
1.57,2.01,19.07,38.59,0.68,5.4,34.6,42.99,6.5,-0.36,13999.7,46.4,2.37,231267.0,75.0,2.51,0,0,0,0.0,0.027,0.008
23.39,84.53,138.11,244.78,64.25,110.9,82.16,99.5,7.39,0.42,16259.0,114.0,5.3,135526.0,0.92,1.21,1,1,1,0.984,1.0,1.0
68.9,143.13,313.38,492.39,75.5,182.52,84.24,99.5,9.11,0.851,29487.4,137.9,2.27,140924.0,0.92,1.37,1,1,1,1.0,1.0,1.0
53.21,179.71,371.23,633.03,65.32,164.0,84.06,99.5,9.98,0.692,34000.0,59.3,1.56,232082.0,0.92,1.73,1,1,1,1.0,1.0,1.0
1.14,9.93,13.65,18.4,3.4,3.91,28.63,36.11,4.79,-0.447,6533.9,148.2,5.18,102663.0,75.0,0.53,0,0,0,0.0,0.0,0.0
80.27,208.75,405.84,566.52,87.48,214.27,84.6,99.5,9.57,0.903,34000.0,119.6,4.1,159458.0,0.92,0.91,1,1,1,1.0,1.0,1.0
24.87,81.74,170.54,276.85,41.05,84.36,85.2,99.5,8.06,0.415,17204.5,173.1,8.39,99060.0,0.92,0.1,1,1,1,0.997,0.999,1.0
3.77,7.84,13.54,13.8,1.96,2.66,29.82,34.05,5.96,-0.433,15749.3,41.2,0.5,231735.0,75.0,2.0,0,0,0,0.0,0.004,0.003
13.6,32.16,72.72,115.49,10.55,52.97,57.07,69.96,6.96,0.033,18228.4,73.5,3.01,228912.0,55.28,1.85,0,1,1,0.051,0.687,0.922
2.87,4.39,4.72,12.99,1.48,7.52,29.44,35.54,5.52,-0.33,9925.0,122.2,3.64,132860.0,75.0,0.91,0,0,0,0.0,0.001,0.0
37.93,75.76,168.08,258.94,33.13,95.05,84.62,99.5,8.34,0.585,22723.3,78.0,1.55,183181.0,0.92,0.6,1,1,1,0.999,1.0,1.0
21.93,90.1,167.89,294.85,50.19,143.99,84.89,99.5,7.36,0.322,17978.3,138.6,3.0,126678.0,0.92,1.21,1,1,1,0.973,0.999,1.0
42.89,111.86,184.86,276.46,50.72,114.93,81.24,99.5,7.56,0.543,19035.1,145.1,4.52,100626.0,0.92,0.29,1,1,1,0.998,0.999,1.0
0.31,0.56,2.86,15.48,1.96,7.17,25.16,30.6,6.25,-0.41,13245.7,49.9,0.5,221442.0,75.0,2.34,0,0,0,0.0,0.006,0.002
11.07,24.53,55.69,134.44,10.9,41.76,58.47,67.04,6.73,-0.073,14381.3,109.5,2.45,169731.0,60.64,1.32,0,0,1,0.02,0.412,0.681
0.48,0.76,3.04,15.34,1.5,1.61,27.63,34.25,5.13,-0.45,10760.3,108.8,2.09,149741.0,75.0,1.95,0,0,0,0.0,0.001,0.0
68.16,152.08,292.82,476.53,102.93,186.73,85.46,99.5,10.38,0.856,30064.8,88.5,3.95,148320.0,0.92,1.91,1,1,1,1.0,1.0,1.0
9.52,24.24,57.8,127.25,24.55,62.13,57.07,67.1,6.07,-0.05,10989.3,170.3,3.49,81181.0,60.54,0.29,0,0,1,0.004,0.278,0.594
0.26,6.33,8.46,8.6,2.21,5.45,30.45,37.17,5.82,-0.328,9564.1,155.0,4.82,83569.0,75.0,0.45,0,0,0,0.0,0.002,0.0
0.16,8.2,11.5,19.1,1.02,1.84,35.39,37.92,5.69,-0.411,10324.7,136.1,8.54,129665.0,75.0,1.38,0,0,0,0.0,0.002,0.001
17.39,37.32,69.35,130.91,26.81,60.88,55.25,65.89,6.62,0.047,12660.2,138.6,7.33,124150.0,62.76,0.45,0,1,1,0.022,0.649,0.778
6.49,26.34,58.29,136.61,24.67,49.99,59.11,70.15,7.28,-0.178,16717.2,101.9,5.22,179732.0,54.91,1.47,0,1,1,0.012,0.88,0.909
23.38,77.68,168.44,262.62,52.73,138.14,83.36,99.5,7.25,0.428,16748.4,168.5,4.38,91360.0,0.92,0.42,1,1,1,0.986,0.999,1.0
0.21,3.26,3.55,3.64,0.07,3.56,28.27,28.9,6.43,-0.45,10101.2,135.7,6.08,133494.0,75.0,0.83,0,0,0,0.0,0.003,0.0
17.65,38.77,61.4,94.98,22.33,37.43,59.04,65.37,6.1,0.027,11529.8,140.7,4.33,101121.0,63.73,0.97,0,0,0,0.006,0.234,0.105
1.89,2.58,4.01,9.07,2.88,3.97,30.45,32.46,5.45,-0.406,6903.1,159.9,5.03,100126.0,75.0,0.64,0,0,0,0.0,0.001,0.0
8.7,25.89,54.79,132.56,15.27,33.02,66.43,75.59,7.11,0.006,17071.3,74.7,3.17,219838.0,44.91,1.94,0,1,1,0.088,0.756,0.9
66.64,147.71,294.94,461.14,104.05,210.24,82.36,99.5,8.73,0.817,25899.5,152.0,3.69,87240.0,0.92,0.74,1,1,1,1.0,1.0,1.0
15.07,39.2,82.42,138.66,29.67,64.34,65.39,78.25,7.99,0.121,16923.3,63.3,3.92,231024.0,40.01,2.09,0,1,1,0.409,0.989,0.984
0.17,5.65,8.18,10.16,3.13,6.56,26.68,33.65,6.48,-0.384,11670.4,85.1,2.73,169670.0,75.0,1.68,0,0,0,0.0,0.005,0.0
80.28,199.92,338.73,514.62,96.69,222.56,87.15,99.5,10.21,0.848,31564.2,83.7,3.86,166824.0,0.92,1.48,1,1,1,1.0,1.0,1.0
0.09,0.59,1.24,11.94,0.18,0.99,29.83,28.23,5.32,-0.386,6596.3,176.9,9.5,72180.0,75.0,0.35,0,0,0,0.0,0.0,0.0
33.63,73.96,138.85,291.4,54.4,111.28,86.27,99.5,7.27,0.472,16525.6,159.2,8.53,99701.0,0.92,0.38,1,1,1,0.997,0.999,1.0
16.41,28.66,61.33,109.76,25.04,51.19,63.05,69.25,7.04,0.085,13554.7,136.7,1.32,129673.0,56.59,0.68,0,1,1,0.068,0.696,0.523
0.34,2.68,8.15,17.38,2.52,4.44,37.44,42.71,5.33,-0.334,5332.8,140.4,6.04,97066.0,75.0,0.76,0,0,0,0.0,0.001,0.0
1.9,4.1,4.98,31.55,3.63,15.25,34.19,39.3,5.73,-0.422,8981.2,116.5,5.86,146717.0,75.0,1.17,0,0,0,0.0,0.003,0.001
1.01,3.83,11.79,12.44,4.87,5.97,29.16,36.01,5.83,-0.171,6831.9,172.3,8.8,62923.0,75.0,0.42,0,0,0,0.0,0.003,0.0
21.43,65.93,151.11,234.94,30.03,105.19,86.11,99.5,7.73,0.37,22316.7,107.0,1.6,129317.0,0.92,1.62,1,1,1,0.989,0.999,1.0
31.33,100.11,165.56,268.02,32.71,102.33,86.86,99.5,8.41,0.333,21294.8,90.2,2.09,157859.0,0.92,1.43,1,1,1,0.998,0.999,1.0
9.76,23.53,52.26,124.75,12.1,42.81,58.68,65.93,7.55,-0.044,15126.1,58.6,3.1,198368.0,62.69,2.09,0,1,1,0.034,0.661,0.732
0.26,0.86,2.05,9.43,1.36,8.55,37.54,43.86,5.23,-0.347,9268.5,149.0,3.17,109024.0,75.0,0.78,0,0,0,0.0,0.001,0.0
42.3,100.77,167.65,313.13,57.75,141.64,85.07,99.5,8.42,0.556,19140.1,141.5,4.19,127490.0,0.92,0.67,1,1,1,1.0,1.0,1.0
5.21,26.03,66.61,126.86,25.02,63.31,64.47,76.03,6.89,-0.129,14803.2,90.7,5.75,149024.0,44.11,1.6,0,1,1,0.027,0.775,0.926
11.59,33.42,72.19,147.99,28.43,59.32,63.96,76.9,7.76,0.076,18902.9,38.7,1.32,238896.0,42.5,2.62,0,1,1,0.278,0.948,0.986
5.41,13.73,56.9,103.77,17.55,46.65,60.14,68.16,6.02,-0.131,11455.3,156.7,3.43,74364.0,58.59,0.69,0,0,0,0.003,0.175,0.332
8.46,26.49,65.03,107.9,24.86,60.02,46.3,60.04,8.41,0.02,19475.3,36.7,0.7,245450.0,73.52,2.42,0,1,1,0.075,0.956,0.936
11.83,25.37,66.55,116.69,17.49,51.73,57.15,72.16,6.1,0.028,11707.4,137.0,5.62,106215.0,51.23,0.7,0,0,0,0.015,0.297,0.426
16.96,33.6,70.28,123.13,14.38,33.09,61.4,73.85,6.02,0.159,8258.1,175.7,1.93,53405.0,48.12,0.95,0,0,0,0.028,0.284,0.133
6.77,15.13,46.72,83.28,27.31,71.8,44.26,55.82,6.33,-0.08,12866.5,98.5,3.01,173842.0,75.0,1.27,0,0,0,0.001,0.19,0.426
32.4,85.38,156.27,287.31,51.28,110.17,87.29,99.5,9.07,0.506,22300.9,69.1,2.83,188311.0,0.92,1.38,1,1,1,1.0,1.0,1.0
0.5,3.09,6.33,21.54,5.67,10.97,28.12,34.39,5.42,-0.379,8511.0,137.2,8.01,110613.0,75.0,1.17,0,0,0,0.0,0.001,0.0
8.96,29.86,58.36,127.25,27.73,50.23,59.35,67.24,5.54,0.054,9743.9,153.5,7.22,62520.0,60.28,0.64,0,0,0,0.002,0.106,0.271
0.33,1.74,1.96,15.84,2.77,4.25,39.99,43.21,5.64,-0.37,10764.3,114.2,2.53,157119.0,75.0,1.15,0,0,0,0.0,0.004,0.001
31.63,90.25,144.66,281.57,48.43,122.77,84.73,99.5,6.71,0.522,15249.4,175.2,9.5,82049.0,0.92,0.2,1,1,1,0.99,0.997,1.0
1.54,4.36,4.76,23.07,1.88,6.28,34.27,39.36,6.32,-0.373,13874.9,42.5,1.26,229092.0,75.0,2.83,0,0,0,0.0,0.01,0.006
0.36,0.99,7.99,13.93,1.71,4.52,40.95,44.57,6.43,-0.301,9445.5,108.2,1.38,127252.0,75.0,1.43,0,0,0,0.0,0.011,0.0
34.63,72.41,140.56,225.88,46.81,136.42,81.31,92.72,7.57,0.339,16530.4,139.2,4.44,131130.0,13.4,1.05,1,1,1,0.979,0.999,1.0
0.59,4.4,5.76,29.04,1.09,2.62,29.73,41.07,5.32,-0.439,6275.9,160.1,9.5,77907.0,75.0,0.63,0,0,0,0.0,0.0,0.0
14.07,30.78,55.9,88.81,13.33,51.5,50.47,60.59,7.5,-0.044,16437.2,61.0,2.32,200009.0,72.52,2.08,0,1,1,0.019,0.627,0.627
81.83,161.96,323.21,467.99,74.54,190.45,85.86,99.5,9.68,1.05,31076.4,151.0,5.32,133480.0,0.92,1.13,1,1,1,1.0,1.0,1.0
14.57,23.32,61.75,101.89,25.19,58.95,59.9,69.84,7.02,0.028,12170.8,115.1,7.42,131274.0,55.5,1.15,0,1,1,0.097,0.811,0.505
